Age,Accessibility,EdLevel,Employment,MentalHealth,MainBranch,YearsCode,PreviousSalary,ComputerSkills,Employed,Man,NonBinary,Woman,Asia,Australia,Europe,NorthAmerica,Others,South America
0,0,3,1,0,1,15,58654.0,14,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,2,140000.0,9,0,0,0,1,0,0,0,1,0,0
1,0,4,1,1,1,30,180000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,1,8,19200.0,14,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,0,11,70000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,13,58654.0,7,0,1,0,0,0,0,1,0,0,0
1,0,2,0,0,1,10,47990.0,9,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,3,12468.0,5,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,24,19464.0,2,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,15,62194.0,15,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,9,45120.0,25,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,5,110000.0,22,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,3,160000.0,11,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,1,20,84178.0,18,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,12,88800.0,4,0,1,0,0,0,0,0,1,0,0
1,0,3,1,1,1,14,165000.0,10,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,3,85000.0,13,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,1,12,42657.0,7,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,36000.0,5,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,8,180000.0,17,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,9,155000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,0,1,1,9,20700.0,17,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,15,46430.0,8,0,0,0,1,1,0,0,0,0,0
1,0,2,1,0,1,3,70000.0,14,0,1,0,0,0,0,0,1,0,0
1,0,1,1,0,1,16,110000.0,12,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,7,85315.0,16,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,16,62340.0,18,1,1,0,0,0,0,0,0,1,0
0,0,1,1,0,1,3,70000.0,7,0,1,0,0,0,0,0,1,0,0
0,0,3,0,0,1,7,79983.0,28,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,6,51512.0,5,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,41628.0,17,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,10,82116.0,19,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,25,170000.0,5,0,1,0,0,0,0,0,1,0,0
1,0,3,1,1,1,22,62340.0,5,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,18,175000.0,8,0,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,25,73584.0,15,1,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,25,149464.0,24,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,0,29,167881.0,27,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,25,71837.0,15,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,19,85000.0,13,1,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,12,155000.0,24,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,41547.0,11,0,1,0,0,0,0,0,0,0,1
0,0,3,1,1,1,6,70000.0,18,1,1,0,0,0,0,0,1,0,0
1,0,0,0,0,1,34,106644.0,28,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,11,67066.0,16,0,1,0,0,1,0,0,0,0,0
0,0,3,1,0,1,15,90000.0,9,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1,1,8,80000.0,11,0,0,0,1,0,0,0,1,0,0
1,0,2,1,0,1,10,58584.0,15,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,9,12188.0,1,0,1,0,0,1,0,0,0,0,0
1,0,3,1,1,1,21,140000.0,8,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,22,35938.0,24,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,11,115000.0,19,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,13,42657.0,20,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,5,21324.0,10,0,1,0,0,0,0,0,0,0,1
0,0,4,1,0,0,12,190000.0,13,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,11,39036.0,8,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0,1,15,110000.0,14,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1,1,7,52000.0,9,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,17,27972.0,14,1,1,0,0,0,0,0,0,1,0
1,1,2,0,0,1,20,150000.0,13,0,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,14,114792.0,17,0,1,0,0,0,0,0,0,1,0
1,1,2,1,1,1,30,120000.0,26,1,1,0,0,0,0,0,1,0,0
1,0,1,1,0,1,12,13668.0,9,1,1,0,0,1,0,0,0,0,0
1,0,4,1,0,0,35,102372.0,9,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,6,80000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,18,110000.0,15,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,1,14,50544.0,16,1,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,10,33300.0,11,1,1,0,0,0,0,1,0,0,0
1,0,1,1,1,1,13,150000.0,23,1,0,0,1,0,0,0,1,0,0
0,0,1,1,0,1,3,11652.0,12,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,8,42657.0,27,1,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,22,81207.0,8,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,2,9972.0,10,0,1,0,0,0,0,0,0,0,1
1,0,3,1,0,1,25,63984.0,12,1,1,0,0,0,0,1,0,0,0
0,0,4,1,0,1,10,94230.0,8,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,4,22620.0,12,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,25,58654.0,24,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,8,27350.0,25,1,1,0,0,0,0,0,0,0,1
0,0,2,0,0,1,8,97128.0,10,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,7,188459.0,11,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,6,70276.0,4,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,90000.0,9,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,4,8196.0,21,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,8,165000.0,6,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,20,60924.0,7,0,1,0,0,0,0,0,0,1,0
0,0,4,0,1,1,22,77628.0,8,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,9,165000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,17,68136.0,19,1,1,0,0,0,0,1,0,0,0
0,0,1,0,0,1,6,10000.0,19,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,15,120000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,0,1,1,1,13,53109.0,3,0,0,1,0,0,0,1,0,0,0
0,0,0,1,1,1,3,36472.0,9,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,1,35,140000.0,15,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,12,90460.0,17,1,1,0,0,0,0,1,0,0,0
1,0,4,1,0,0,24,86607.0,4,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,20,186155.0,8,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,13,27729.0,24,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,16,35700.0,2,0,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,5,25000.0,26,1,1,0,0,0,0,0,1,0,0
0,0,4,1,0,1,8,75000.0,10,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,6,127344.0,12,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,6,95000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,13,117126.0,10,1,1,0,0,0,0,0,1,0,0
0,0,1,1,1,1,6,90000.0,19,1,0,0,1,0,0,0,1,0,0
0,0,2,1,0,1,5,8880.0,5,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,12,63984.0,6,0,1,0,0,0,0,1,0,0,0
0,0,0,1,1,1,13,47990.0,12,0,1,0,0,0,0,1,0,0,0
1,0,3,0,0,1,20,43368.0,8,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,16,105414.0,8,0,0,1,0,0,0,0,1,0,0
1,0,2,1,0,1,20,70920.0,24,1,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,30,83184.0,21,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,120000.0,21,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,95000.0,8,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,24,71688.0,7,1,1,0,0,0,0,0,0,1,0
1,1,2,1,0,1,7,136500.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,18,47350.0,12,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,120000.0,10,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,11,34968.0,12,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,17,80000.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,12,104000.0,17,1,1,0,0,0,0,0,1,0,0
1,0,4,1,0,1,23,85315.0,9,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,10,12464.0,16,1,1,0,0,0,0,0,0,0,1
1,0,3,1,1,1,3,51189.0,6,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,11,190000.0,17,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,22,85893.0,11,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,5,41556.0,14,0,1,0,0,0,0,0,0,1,0
1,0,4,1,0,0,14,50256.0,7,0,1,0,0,0,0,1,0,0,0
0,0,2,0,1,1,7,36259.0,16,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,1,22,110000.0,20,1,1,0,0,0,0,0,1,0,0
0,0,1,1,1,0,8,46320.0,11,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,1,4,6852.0,7,0,1,0,0,0,0,0,0,0,1
1,0,3,1,0,1,17,124447.0,11,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,21,140000.0,21,1,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,33,170000.0,12,1,0,1,0,0,0,0,1,0,0
0,0,3,1,0,1,8,67409.0,14,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,22,100000.0,21,1,1,0,0,0,0,0,1,0,0
1,0,1,1,1,1,9,175000.0,5,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,11,20784.0,11,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,18,44796.0,17,1,1,0,0,0,0,0,0,1,0
0,0,3,1,1,1,11,43008.0,2,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,5,135000.0,12,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,25,143800.0,4,0,1,0,0,0,0,0,1,0,0
1,0,4,1,0,0,6,43191.0,3,0,1,0,0,0,0,1,0,0,0
1,0,2,0,1,1,8,23424.0,16,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,5,80000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,6,120000.0,8,1,1,0,0,0,0,0,1,0,0
1,0,2,0,1,1,7,3972.0,13,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,5,117000.0,20,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,25,192000.0,17,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,8,18000.0,11,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,23,180000.0,16,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,5,64333.0,16,1,1,0,0,0,1,0,0,0,0
0,0,2,1,0,1,8,22980.0,10,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,20,38638.0,29,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,8,95000.0,11,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,0,5,9132.0,3,0,1,0,0,0,0,0,0,1,0
1,0,4,1,0,1,15,78000.0,7,0,1,0,0,0,0,0,1,0,0
1,0,2,0,0,1,7,150.0,13,1,1,0,0,1,0,0,0,0,0
1,0,4,1,0,0,27,81666.0,11,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,22,76783.0,8,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,10,156168.0,20,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,17,65592.0,6,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,3,62320.0,7,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,5,27756.0,12,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,4,120000.0,15,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,13,76340.0,17,1,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,10,21684.0,21,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,17,43724.0,17,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,7,36000.0,8,0,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,16,78916.0,6,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,13,143000.0,12,1,1,0,0,0,0,0,1,0,0
1,0,1,1,0,0,25,28908.0,12,0,1,0,0,0,0,0,0,0,1
1,0,4,1,0,1,4,134445.0,7,0,1,0,0,0,0,1,0,0,0
0,0,3,1,1,1,9,109318.0,9,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,3,25594.0,5,0,1,0,0,0,0,1,0,0,0
1,0,1,1,1,1,9,60812.0,12,1,0,0,1,0,0,0,1,0,0
0,0,0,1,0,1,6,24528.0,18,1,1,0,0,0,0,1,0,0,0
0,0,2,0,0,1,7,12468.0,14,1,1,0,0,0,0,0,0,0,1
0,0,1,1,0,1,11,23676.0,6,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,17,108000.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,7,63800.0,11,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,27,135000.0,24,1,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,13,170000.0,12,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,0,4,54500.0,6,0,0,0,1,0,0,0,1,0,0
1,0,2,1,0,1,7,190000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,8,42657.0,17,1,1,0,0,0,0,1,0,0,0
1,0,1,0,0,1,37,127972.0,20,1,1,0,0,0,0,1,0,0,0
0,0,3,1,1,1,11,31992.0,17,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,132.0,19,1,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,8,24000.0,8,0,0,0,1,0,0,0,0,1,0
0,0,2,1,0,1,5,133700.0,27,1,1,0,0,0,0,0,1,0,0
1,0,4,1,0,0,39,80409.0,14,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,125000.0,18,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,75000.0,5,0,1,0,0,0,0,0,1,0,0
1,0,4,1,0,1,18,101312.0,21,0,1,0,0,0,0,1,0,0,0
1,0,0,1,0,1,15,66120.0,17,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,20,81900.0,5,0,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,1,22800.0,8,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,6,18060.0,19,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,20,138637.0,3,0,1,0,0,0,0,1,0,0,0
1,0,3,0,0,1,10,15077.0,4,0,1,0,0,0,0,1,0,0,0
0,1,4,1,1,1,5,12468.0,5,0,1,0,0,0,0,0,0,0,1
0,0,3,1,0,0,4,20400.0,2,0,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,6,101000.0,26,1,0,0,1,0,0,0,1,0,0
0,0,2,1,0,1,10,86400.0,11,0,1,0,0,0,0,0,0,1,0
1,0,3,1,1,1,10,114400.0,17,1,1,0,0,0,0,0,1,0,0
0,0,3,1,1,1,12,62820.0,20,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,28,130000.0,7,0,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,28,85315.0,22,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,13,33648.0,14,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,9,95000.0,6,0,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,22,97605.0,6,0,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,10,110000.0,5,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,9,82000.0,4,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,7,37584.0,13,0,1,0,0,0,0,0,0,1,0
1,0,3,1,0,1,39,90647.0,7,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,12,90647.0,14,1,1,0,0,0,0,1,0,0,0
1,0,4,1,0,0,22,74651.0,7,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,13,160000.0,22,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,5,45230.0,10,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,4,7092.0,17,1,1,0,0,1,0,0,0,0,0
0,0,3,1,1,1,10,53322.0,20,1,1,0,0,0,0,1,0,0,0
1,0,1,1,0,1,14,55868.0,12,1,0,0,1,0,0,1,0,0,0
1,0,2,1,0,1,22,78084.0,6,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,12,7476.0,16,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,0,7,85000.0,4,0,1,0,0,0,0,0,1,0,0
0,1,2,1,1,1,20,127000.0,19,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,32,170000.0,20,1,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,16,50124.0,9,0,1,0,0,0,0,0,0,1,0
0,0,3,1,1,1,17,121894.0,18,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,13,64704.0,13,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,15,74755.0,12,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,10,85000.0,10,1,1,0,0,0,0,0,1,0,0
1,0,2,0,0,1,22,62052.0,16,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,20,140000.0,15,1,1,0,0,0,0,0,1,0,0
1,0,3,1,0,1,25,120507.0,10,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,15,13751.0,11,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,25,62800.0,15,0,1,0,0,0,0,0,0,1,0
1,0,2,1,1,1,20,120000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,7,61218.0,15,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,0,22,108000.0,14,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,10,105930.0,8,1,1,0,0,0,0,0,1,0,0
0,0,1,1,0,1,10,70629.0,11,1,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,5,72000.0,11,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,8,17411.0,9,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,5,57588.0,4,0,1,0,0,0,0,1,0,0,0
0,0,3,1,1,1,2,12936.0,3,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,1,5,22548.0,18,1,1,0,0,0,0,0,0,1,0
1,0,2,1,0,1,20,100000.0,8,1,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,8,4980.0,15,1,1,0,0,0,0,0,0,0,1
1,0,1,0,1,1,18,25596.0,10,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,3,19200.0,5,0,1,0,0,0,0,0,0,1,0
1,0,4,1,0,0,19,29136.0,16,1,1,0,0,0,0,0,0,1,0
0,0,4,1,0,1,7,135000.0,14,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,5,36072.0,13,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,11,28374.0,14,1,1,0,0,1,0,0,0,0,0
0,0,1,1,0,1,6,85893.0,10,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,13,85315.0,9,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,30,87948.0,17,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,0,4,30708.0,2,0,1,0,0,0,0,1,0,0,0
1,0,2,0,1,1,14,36132.0,13,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,7,2496.0,8,0,1,0,0,0,0,0,0,0,1
1,0,1,1,0,1,21,81666.0,10,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,22,69318.0,17,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,7,25980.0,1,0,1,0,0,0,0,1,0,0,0
0,0,3,1,1,0,7,50000.0,17,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,7,30000.0,9,1,1,0,0,0,0,0,1,0,0
0,0,1,0,1,1,6,5400.0,15,1,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,6,66589.0,17,1,1,0,0,0,0,1,0,0,0
0,0,2,0,0,1,8,7476.0,3,0,1,0,0,0,0,0,0,0,1
0,0,3,1,0,1,10,55992.0,16,1,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,17,68252.0,11,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,24,162000.0,18,0,1,0,0,0,0,0,1,0,0
1,0,0,1,0,1,27,57588.0,16,1,1,0,0,0,0,1,0,0,0
1,0,2,0,0,1,39,159966.0,8,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,16,67066.0,25,1,1,0,0,1,0,0,0,0,0
1,0,4,1,1,1,30,75384.0,6,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,9,54659.0,16,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,15,135000.0,14,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,10,98888.0,18,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,20,125639.0,2,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,10,38328.0,3,0,1,0,0,0,0,0,0,1,0
1,0,4,1,0,0,23,32412.0,9,0,1,0,0,0,0,0,0,0,1
0,0,3,1,0,1,7,30180.0,9,1,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,13,180000.0,23,1,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,10,18000.0,14,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,12,67186.0,13,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,6,130000.0,19,1,1,0,0,0,0,0,1,0,0
1,0,2,1,0,1,22,135000.0,16,0,1,0,0,0,0,0,1,0,0
0,1,3,1,1,1,9,6888.0,14,0,1,0,0,0,0,1,0,0,0
0,0,1,1,0,1,4,21684.0,9,0,1,0,0,0,0,0,0,0,1
1,0,3,1,1,1,22,90647.0,18,1,1,0,0,0,0,1,0,0,0
0,0,3,1,0,0,7,55455.0,3,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,1,20,57588.0,11,0,1,0,0,0,0,1,0,0,0
1,0,3,1,0,1,17,79983.0,7,0,1,0,0,0,0,1,0,0,0
1,0,4,0,0,1,20,48624.0,5,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,10,79450.0,11,1,1,0,0,0,0,1,0,0,0
1,0,2,1,0,1,24,98628.0,12,1,1,0,0,0,0,0,0,1,0
1,0,4,1,0,0,20,170000.0,5,0,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,9,72000.0,21,1,1,0,0,0,0,0,0,1,0
0,0,3,1,0,1,14,160000.0,24,1,1,0,0,0,0,0,1,0,0
0,0,2,0,0,1,9,108000.0,16,1,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,7,80000.0,12,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,0,22,148764.0,16,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,21,44796.0,15,1,1,0,0,0,0,1,0,0,0
0,0,3,0,0,1,13,53322.0,28,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,120000.0,12,0,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,7,6000.0,13,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,8,62000.0,13,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,29860.0,12,0,1,0,0,0,0,1,0,0,0
0,0,3,1,0,1,13,40525.0,16,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,11,60000.0,13,0,0,1,0,0,0,0,1,0,0
1,0,4,1,0,0,20,37392.0,1,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,32,162000.0,12,0,1,0,0,0,0,0,1,0,0
0,0,2,1,1,1,10,31992.0,3,0,0,0,1,0,0,1,0,0,0
0,0,2,1,1,1,12,160000.0,21,1,0,0,1,0,0,0,1,0,0
1,0,2,1,1,1,20,110000.0,21,1,1,0,0,0,0,0,1,0,0
1,0,2,1,1,1,25,97000.0,15,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,15,44868.0,14,1,0,1,0,0,0,0,0,0,1
1,0,1,1,0,1,24,79983.0,8,0,1,0,0,0,0,1,0,0,0
0,0,2,0,0,1,5,324.0,19,1,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,14,39888.0,6,0,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,12,150000.0,23,1,1,0,0,0,0,0,1,0,0
0,0,3,1,0,1,7,45857.0,14,1,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,8,43974.0,20,1,1,0,0,0,0,1,0,0,0
1,0,2,1,1,1,7,175770.0,20,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,9,100511.0,11,1,1,0,0,0,0,1,0,0,0
0,1,3,1,1,1,2,8400.0,5,0,1,0,0,0,0,0,0,1,0
0,0,2,1,1,1,14,90000.0,7,1,0,0,1,0,0,0,1,0,0
0,0,2,1,0,1,16,113075.0,22,1,1,0,0,0,0,1,0,0,0
0,0,2,1,1,1,8,73000.0,11,1,1,0,0,0,0,0,1,0,0
1,0,0,1,1,1,8,85000.0,13,1,1,0,0,0,0,0,1,0,0
0,0,2,1,0,1,6,63000.0,11,0,1,0,0,0,0,0,1,0,0
1,0,1,1,0,0,20,85315.0,1,0,1,0,0,0,0,1,0,0,0
0,0,2,1,0,1,7,20636.0,20,1,1,0,0,1,0,0,0,0,0
0,0,2,1,0,1,8,15780.0,9,0,1,0,0,0,0,0,0,1,0
0,0,2,1,0,1,5,26556.0,26,1,1,0,0,0,0,0,0,1,0
1,0,1,1,1,0,8,110000.0,20,1,0,0,1,0,0,0,1,0,0
1,0,2,1,1,0,22,117126.0,10,0,1,0,0,0,0,0,1,0,0
